FundID,rows,excluded_rows,swapped_rows,edited_rows,swap_switches,neg_dividend_rows,return_anomaly_rows,dividend_frequency_rows,repair_failed,failure_reason,swap_segments
942574,2072,0,0,230,22,2,0,0,True,negative_dividend_remaining,"[{'action': 'prev_div_unit_as_unit', 'start_day': Timestamp('2025-01-24 00:00:00'), 'end_day': Timestamp('2025-02-13 00:00:00'), 'rows': 13}, {'action': 'prev_div_unit_as_unit', 'start_day': Timestamp('2025-02-21 00:00:00'), 'end_day': Timestamp('2025-03-06 00:00:00'), 'rows': 12}, {'action': 'shared_zero_after_positive_unit_as_unit', 'start_day': Timestamp('2025-03-28 00:00:00'), 'end_day': Timestamp('2025-03-30 00:00:00'), 'rows': 2}, {'action': 'prev_div_unit_as_unit', 'start_day': Timestamp('2025-03-31 00:00:00'), 'end_day': Timestamp('2025-04-17 00:00:00'), 'rows': 15}, {'action': 'prev_div_unit_as_unit', 'start_day': Timestamp('2025-04-25 00:00:00'), 'end_day': Timestamp('2025-05-08 00:00:00'), 'rows': 9}, {'action': 'context_div_unit_as_unit', 'start_day': Timestamp('2025-05-09 00:00:00'), 'end_day': Timestamp('2025-05-15 00:00:00'), 'rows': 6}, {'action': 'repeated_nonzero_bridge_unit_as_unit', 'start_day': Timestamp('2025-05-23 00:00:00'), 'end_day': Timestamp('2025-05-23 00:00:00'), 'rows': 1}, {'action': 'prev_div_unit_as_unit', 'start_day': Timestamp('2025-05-25 00:00:00'), 'end_day': Timestamp('2025-06-19 00:00:00'), 'rows': 23}, {'action': 'shared_zero_after_positive_unit_as_unit', 'start_day': Timestamp('2025-06-27 00:00:00'), 'end_day': Timestamp('2025-06-29 00:00:00'), 'rows': 2}, {'action': 'prev_div_unit_as_unit', 'start_day': Timestamp('2025-06-30 00:00:00'), 'end_day': Timestamp('2025-07-24 00:00:00'), 'rows': 22}, {'action': 'shared_zero_after_positive_accu_as_accu', 'start_day': Timestamp('2025-07-31 00:00:00'), 'end_day': Timestamp('2025-07-31 00:00:00'), 'rows': 1}, {'action': 'prev_div_unit_as_unit', 'start_day': Timestamp('2025-08-01 00:00:00'), 'end_day': Timestamp('2025-12-18 00:00:00'), 'rows': 114}, {'action': 'stable_dividend_revert_unit_as_unit', 'start_day': Timestamp('2026-02-04 00:00:00'), 'end_day': Timestamp('2026-02-05 00:00:00'), 'rows': 2}, {'action': 'prev_div_unit_as_unit', 'start_day': Timestamp('2026-04-03 00:00:00'), 'end_day': Timestamp('2026-04-30 00:00:00'), 'rows': 8}]"
