FundID,rows,excluded_rows,swapped_rows,edited_rows,swap_switches,neg_dividend_rows,return_anomaly_rows,dividend_frequency_rows,repair_failed,failure_reason,swap_segments
943386,1245,0,0,31,26,1,0,0,True,negative_dividend_remaining,"[{'action': 'stable_dividend_revert_unit_as_unit', 'start_day': Timestamp('2022-04-26 00:00:00'), 'end_day': Timestamp('2022-04-28 00:00:00'), 'rows': 3}, {'action': 'stable_dividend_revert_unit_as_unit', 'start_day': Timestamp('2022-05-31 00:00:00'), 'end_day': Timestamp('2022-06-01 00:00:00'), 'rows': 2}, {'action': 'stable_dividend_revert_unit_as_unit', 'start_day': Timestamp('2022-06-30 00:00:00'), 'end_day': Timestamp('2022-06-30 00:00:00'), 'rows': 1}, {'action': 'stable_dividend_revert_unit_as_unit', 'start_day': Timestamp('2022-08-31 00:00:00'), 'end_day': Timestamp('2022-09-01 00:00:00'), 'rows': 2}, {'action': 'stable_dividend_revert_unit_as_unit', 'start_day': Timestamp('2022-10-31 00:00:00'), 'end_day': Timestamp('2022-11-03 00:00:00'), 'rows': 4}, {'action': 'stable_dividend_revert_unit_as_unit', 'start_day': Timestamp('2022-11-30 00:00:00'), 'end_day': Timestamp('2022-12-01 00:00:00'), 'rows': 2}, {'action': 'stable_dividend_revert_unit_as_unit', 'start_day': Timestamp('2023-01-31 00:00:00'), 'end_day': Timestamp('2023-02-02 00:00:00'), 'rows': 3}, {'action': 'stable_dividend_revert_unit_as_unit', 'start_day': Timestamp('2023-02-28 00:00:00'), 'end_day': Timestamp('2023-03-02 00:00:00'), 'rows': 3}, {'action': 'stable_dividend_revert_unit_as_unit', 'start_day': Timestamp('2023-05-31 00:00:00'), 'end_day': Timestamp('2023-06-01 00:00:00'), 'rows': 2}, {'action': 'prev_div_unit_as_accu', 'start_day': Timestamp('2023-07-31 00:00:00'), 'end_day': Timestamp('2023-08-03 00:00:00'), 'rows': 4}, {'action': 'prev_div_unit_as_unit', 'start_day': Timestamp('2023-08-31 00:00:00'), 'end_day': Timestamp('2023-08-31 00:00:00'), 'rows': 1}, {'action': 'stable_dividend_revert_unit_as_unit', 'start_day': Timestamp('2023-10-31 00:00:00'), 'end_day': Timestamp('2023-11-02 00:00:00'), 'rows': 3}, {'action': 'stable_dividend_revert_unit_as_unit', 'start_day': Timestamp('2023-11-30 00:00:00'), 'end_day': Timestamp('2023-11-30 00:00:00'), 'rows': 1}]"
